id,title,authors,venue,year,cosine_avg_sim,combined_avg_sim
url:http://doi.wiley.com/10.1002/ace.60,Weaving Our Stories as They Weave Us,"C Pritchard, P Sanders","New Directions for Adult and Continuing Education,",2002.0,10.69411545075964,10.69411545075964
ZD2vvw8SIg8J,"Protein secretion in the polarized epithelial cell line, MDCK","C Kondor-Koch, R Bravo, S Fuller, D Cutler, H  ","Submitted for publication,",,10.690031269221496,10.690031269221496
N7l-OCvjkSQJ,Attitudes and beliefs regarding childbirth and perinatal care among the Nso of Northwest Cameroon,"AB Nsamenang, ME Lamb","Unpublished manuscript,",,10.682263184136925,10.682263184136925
gczdCNC0-SMJ,Witness-free dueling: The perfect crime!(or how to match in a compressed two-dimensional array),"A Amir, G Benson, M Farach","submitted for publication,",,10.678913082614766,10.678913082614766
heXoOT9HIz4J,Expert Systems: from Database to Knowledge base,BJ Garner,"Information and Software Technology,",1987.0,10.678108173967296,10.678108173967296
YT5daiJMahwJ,Intelligent fluid infrastructure for embedded networks,"A Kansal, AA Somasundara, DD Jea, MB Srivastava, D ",Proceedings of ACM MobiSYS,2004.0,10.6730089051104,10.6730089051104
rzR9vM56-xgJ,Historical Perspective: Using the Past to Study the Present,BS Lawrence,"The Academy of Management Review,",1984.0,10.671049197601048,10.671049197601048
LNac05X2Ah4J,Theoretical foundations for computer aided design systems,"A Middleditch, C Reade, A Gomes","Submitted for publication,",,10.670013490060786,10.670013490060786
PMheDcYKgBoJ,The impact of employment protection for obese people,C Carpenter,"Unpublished manuscript,",,10.663752547203702,10.663752547203702
PIzw-FCyvYEJ,"On the Design and Implementation of Information Systems from deductive Conceptual Models, 15 thInt",A Olive,"Conf. on VLDB, Amsterdam,",,10.663593198678772,10.663593198678772
meTlwsgJltgJ,SplitStream: High-Bandwidth Multicast in a Cooperative Environment,A Kermarrecâ?¦,Proc.,,10.657389788338616,10.657389788338616
KCGRzrqrBwIJ,A genetic algorithm to solve the timetable problem,"A Colorni, M Dorigo, V Maniezzo","submitted for publication,",1993.0,10.65566938891796,10.65566938891796
dsed9UZjbUUJ,Gaussian networks for fuel injection control,"C Manzie, M Palaniswami, H Watson","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2001.0,10.65011088069484,10.65011088069484
6OC8VmtHOyMJ,"The elderly rape victim: Stereotypes, perpetrators, and implications for practice","AW Burgess, EB Dowdell, K Brown","JOURNAL OF EMERGENCY NURSING,",2000.0,10.650088443307666,10.650088443307666
XLpSY_rhrSsJ,What's in a Name? Reputation Building and Corporate Strategy,"C Fombrun, M Shanley","The Academy of Management Journal,",1990.0,10.649144251465387,10.649144251465387
lNBLOnU7iDkJ,"In B-to-B marketplace, reality bites: firms wait on XML, increase use of EDI",C Sliwa,"Computerworld,",,10.646971712820314,10.646971712820314
XvY3CInrXpQJ,On the Causes of Routing Loops,"A Sridharan, S Moon, C Diot","Proceedings of ACM Sigcomm Internet Measurement Conference,",,10.64158466863928,10.64158466863928
zjcrwoImTfgJ,Divergence between Archival and Perceptual Measures of the Environment: Causes and Consequences,"BK Boyd, GG Dess, AMA Rasheed","The Academy of Management Review,",1993.0,10.638837256350222,10.638837256350222
HbT5xGATk2QJ,Bridges between deterministic and probabilistic classification models,"A Gelman, I Leenen, I Van Mechelen, P De Boeck, J  ","Submitted for publication,",,10.63792929103493,10.63792929103493
_WZNpWaDxGwJ,Continuously Adaptive Query Processingâ??,ARH JMâ??Eddies,"Proc. ACM SIGMOD Int. Conf. Management of Data, Dallas, TX,  &hellip;,",,10.635766070867104,10.635766070867104
sYTnRLRFboEJ,Key Strategy and coordination problem,"C Wen, H Bin, Z Yingli, Y Chunyan","&hellip;  of the 3rd International Conference on Management. Beijing: &hellip;,",,10.629313642973983,10.629313642973983
UicUkukFNvEJ,Shifts and Twists in the Relative Productivity of Skilled Labor: Reconciling Accelerated SBTC with  ,"A Dupuy, P Marey","Unpublished manuscript,",,10.627131785264218,10.627131785264218
PW17WGVkyggJ,"Labor Mobility, Business Migration and Economic Development in the APEC Region: With Special  ",C Manning,"Unpublished Manuscript,",,10.626496757261762,10.626496757261762
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D7311331986MD%26recid%3D017310550113XAI,Some Atomic Properties of Polyvalent Metals Based on Pseudopotential Technique,"B Prasad, RS Srivastava","Phil. Mag.,",1973.0,10.624764754892988,10.624764754892988
iCNj2DyzAwEJ,Expression of Emotion as Part of the Work Role,"A Rafaeli, RI Sutton","The Academy of Management Review,",1987.0,10.623011266320809,10.623011266320809
veHcOlGUUVsJ,The Trouble With Wireless,C Metz,"PC Magazine,",2004.0,10.61273391089406,10.61273391089406
l-jdgOgP1tYJ,Inapproximability of the asymmetric facility location and k-median problems,A Archer,"Unpublished manuscript,",2000.0,10.609888025975362,10.609888025975362
tVcdOs_e7bQJ,Inference of inequality constraints in logic programs (extended abstracts),"A Brodsky, Y Sagiv",Proceedings of the tenth ACM SIGACT-SIGMOD-SIGART symposium ,,10.609338091205633,10.609338091205633
2bSk1LpncqMJ,Analytical Description of Spatial Patterns.,"A Getis, JHP Paelinck","Submitted for publication,",,10.605573709796746,10.605573709796746
hanvoH7fPHYJ,â??Theory of Barium Titanate. Part II,AF Devonshire,"Phil. Mag,",,10.602666955467102,10.602666955467102
url:http://www.ingentaconnect.com/content/els/09505849/1996/00000038/00000001/art01039,Modelling the semantics of multitasking facilities in concurrent C using Petri nets,"A Boujarwah, N Al-Seif, K Saleh","Information and Software Technology,",1996.0,10.592430026593075,10.592430026593075
MWuqhqLVlCoJ,"Comparison of parametric, bootstrap, and Bayesian approaches to obtaining confidence intervals for  ","C Kooperberg, CJ Stone","Unpublished manuscript,",,10.591284100255935,10.591284100255935
GDMqG9hHudsJ,Techniques for Logic Synthesis,AR Newton,Proceedings ofthe IFIP international Conference on Very ,,10.588509873899216,10.588509873899216
b46-m4kwXYwJ,Cultural Constraints on Transfer of Technology across Nations: Implications for Research in  ,"BL Kedia, RS Bhagat","The Academy of Management Review,",1988.0,10.583256679644423,10.583256679644423
v1DF2tTFJpsJ,On compact encoding of pagenumber k graphs,"C Gavoille, N Hanusse","Submitted for publication,",2001.0,10.577295413718833,10.577295413718833
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D1105290SO,Recording diffuse X-ray reflections with continuous synchrotron radiation. An application to type la ,"AR Lang, G Kowalski, APW Makepeace, M Moore","PHIL. MAG.,",1985.0,10.574160668283174,10.574160668283174
6hZiPOL9aBwJ,Clinical observations of sensory integration,AJ Ayres,"Unpublished manuscript,",,10.573674304097517,10.573674304097517
TGqlTnY4ckIJ,A volumetric methad for building complex models from range imgaes,"B Curless, M Levoy",Proceedings ACM,,10.573128087716734,10.573128087716734
IeRhZerC3MQJ,Ultrasonic Attenuation in Metals,AB Pippard,"Phil. Mag,",,10.572939392974138,10.572939392974138
HanjPsB8yN0J,The zeros of entire functions- Theory and engineering applications,AAG REQUICHA,"IEEE, Proceedings,",1980.0,10.572174689968753,10.572174689968753
CiXNx_52xCwJ,"Computational problems related to the design of normal form relational schemata, ACM Tans","C Beeri, PA Bernstein","Database Syst,",,10.5710695559317,10.5710695559317
x94FVOfJIiUJ,The Bauschinger Effect and Discontinuous Yielding,"A Abel, H Muir","Phil. Mag.,",1972.0,10.57013425347889,10.57013425347889
ZrsGWaIijFAJ,cond-mat/0306374,"A Pluchino, V Latora, A Rapisarda",submitted for,,10.56425237425025,10.56425237425025
l-rhAQTNc6QJ,Functionality and architecture of PSEEs,A Fuggetta,"Information and Software Technology,",1996.0,10.564204478805275,10.564204478805275
Tjtt-J0IOXIJ,"Legitimacy, Accountability and Delegation in the European Union","A Menon, S Weatherill","Unpublished manuscript,",,10.564009437985083,10.564009437985083
917GYT0_SMcJ,A Software sPipelining Based VLIW Architecture and Optimizing Compiler Microprogramming and  ,"B Su, J Wang, Z Tang, W Zhao, Y Wu","Proceedings of the 23rd Annual Workshop and Symposium,  &hellip;,",,10.563011069500703,10.563011069500703
journals/tods/SistlaWYS98,Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce,"A Sistla, O Wolfson, Y Yesha, R Sloan",ACM Trans. Database Syst.,1998.0,10.562291163398477,10.562291163398477
dIWHJ9JwQ30J,The brittle-ductile transition in pre-cracked silicon crystals,C St John,"Phil. Mag,",,10.561986828736213,10.561986828736213
8V2dT2HQ5PAJ,Acute carpal tunnel syndrome from thrombosed persistent median artery-case report,"C Balakrishnan, MF Smith, P Puri","JOURNAL OF EMERGENCY MEDICINE,",1999.0,10.561518926994982,10.561518926994982
hZQcWls0fwIJ,The correlation between RAE ratings and citation counts in psychology,"A Smith, M Eysenck","Unpublished Manuscript,",2002.0,10.561351223103745,10.561351223103745
XJROrOFbsxoJ,Social Identity Theory and the Organization,"BE Ashforth, F Mael","The Academy of Management Review,",1989.0,10.559800112037939,10.559800112037939
frWN0eqipX4J,The case for concurrent multicast using shared ack trees,"B Levine, D Lavo, JJ Garcia-Luna-Aceves","Proceedings of ACM Multimedia, Nov,",,10.557962133143251,10.557962133143251
87OlEJpxkCoJ,Gastric rupture following bag-valve-mask ventilation,"AJ Smally, MJ Ross, CP Huot","JOURNAL OF EMERGENCY MEDICINE,",2002.0,10.557900835725878,10.557900835725878
zMBF0JQFxMIJ,Hyponatremia as a consequence of acute adrenal insufficiency and hypothyroidism,AM Nayback,"JOURNAL OF EMERGENCY NURSING,",2000.0,10.557880479643071,10.557880479643071
yoGBnpOCreUJ,"Sawhney Harpreet S. and Shim Kyuseok. Fast Similarity Search in the Presence of Noise, Scaling, and  ","A Rakesh, L King-Ip","Proceedings of the 21 stVLDB Conference, ZÃ¼rich,  &hellip;,",,10.554613095721901,10.554613095721901
KcrLiKCc-68J,Strategic Alliance Structuring: A Game Theoretic and Transaction Cost Examination of Interfirm  ,A Parkhe,"The Academy of Management Journal,",1993.0,10.552154198758995,10.552154198758995
YDZcbvi5pOEJ,Limiting privacy breaching in privacy preserving data mining,"A Evfimievski, J Gehrke, R Srikant",Proceedings of the 2000 Symposium on Principles of Database ,,10.550736251204263,10.550736251204263
url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/09505849/2003/00000045/00000009/art00048%26unc%3D,Migration of active objects in proactive,"B Xu, W Lian, Q Gao","Information and Software Technology,",2003.0,10.538238955471947,10.538238955471947
BICvtsqdpqgJ,RYBE: a tabular interface for querying a multidatabase system. COMADâ??97,"C Sallaberry, MN Bessagnet, H Kriaa","8th International Conference on Management of Data, Madras,  &hellip;,",,10.535363945770975,10.535363945770975
jmb_awvFml8J,â??Crystal Habit and Internal Structures I,AF Wells,"Phil. Mag,",,10.532729540874387,10.532729540874387
orRsOuWbJC0J,Emergency Department compression ultrasound to diagnose proximal deep vein thrombosis,"BW Frazee, ER Snoey, A Levitt","JOURNAL OF EMERGENCY MEDICINE,",2001.0,10.530034663184404,10.530034663184404
KxvoLQcCuvIJ,Easier Said than Done: Gender Differences in Perceived Barriers to Gaining a Mentor,"BR Ragins, JL Cotton","The Academy of Management Journal,",1991.0,10.529406059929308,10.529406059929308
GJ_KdQwvGagJ,The Effect of a Geriatric Education Program on Emergency Nurses,"C Brymer, P Cavanaugh, E Denomy, K Wells, C Cook","JOURNAL OF EMERGENCY NURSING,",2001.0,10.52928361441099,10.52928361441099
8_aLO_kQ-1QJ,"Knowledge, Bargaining Power, and the Instability of International Joint Ventures","AC Inkpen, PW Beamish","The Academy of Management Review,",1997.0,10.528548164163352,10.528548164163352
h0ciVTY1fn8J,"Huby, R., and Newns, HC","AB Bhatla, K Huang","Phil. Mag,",,10.528044313837597,10.528044313837597
dE9tSX4q9ssJ,Factors associated with victimization of personnel in emergency departments,"BW Mayer, B Smith, CA King","JOURNAL OF EMERGENCY NURSING,",1999.0,10.526303718094054,10.526303718094054
OfWTbnGGiGkJ,A Comparison of ORN to Other Declarative Schemes for Specifying Association Semantics,"BK Ehlmann, GA Riccardi","Information and Software Technology,",,10.525222960626046,10.525222960626046
-3xPmT4R4G0J,MATRIX ELEMENTS FOR OCTUPOLE RADIATIVE TRANSITIONS,AP French,"Phil. Mag,",1951.0,10.52265552858238,10.52265552858238
GikTB2GHnJoJ,The hB-tree: a multiattribute indexing method with good guaranteed performance,"BL LoS David, B Salzberg","ACM Transactions on Database Systems (TODS),",,10.520581613547792,10.520581613547792
journals/tods/RosenthalR94,Tools and Transformations - Rigorous and Otherwise - for Practical Database Design,"A Rosenthal, D Reiner",ACM Trans. Database Syst.,1994.0,10.51618612869723,10.51618612869723
h2t0ARjNaJgJ,Severe Rhabdomyolysis With Renal Failure After Intranasal Cocaine Use,"BZ Horowitz, EA Panacek, NJ Jouriles","JOURNAL OF EMERGENCY MEDICINE,",1997.0,10.513066020592067,10.513066020592067
n_vvK23Zfx8J,"Anchors, bites, and choppers: media relations and legal issues in disasters.","AR Gough, LS Gulliver","Journal of Emergency Nursing,",1990.0,10.510520575913503,10.510520575913503
iubI2ozvz8UJ,"LY Uy-loi, et al. Design of localizer capture and track hold for a transport airplane: an Hâ??/LTR  ","BM CHEN, A SABERI","Proc. of the 29th Conference on Design and Control,",1990.0,10.505977178417899,10.505977178417899
D0qEwk37wnQJ,Modeling Ageing Variation In Face Images,"A Lanitis, CJ Taylor, TF Cootes",Procs of the 7th International Conference of Computer,,10.50444247533674,10.50444247533674
qmk_Ie61vEAJ,The Grammars of Trust: A Model and General Implications,"BH Sheppard, DM Sherman","The Academy of Management Review,",1998.0,10.503720190982241,10.503720190982241
jLOV3tx84iAJ,Creating practical knowledge: Problem-posing and problem-solving through action research,"A Quigley, G Kuhne","New Directions for Adult and Continuing Education. San  &hellip;,",,10.498680427792793,10.498680427792793
NGOrYA2SCIQJ,"Normalisation and hierarchical dependencies in the relational data model, ACM Tans",C Delobel,"Database Syst,",,10.498270102611146,10.498270102611146
0jjlzyj_NlQJ,bclasses: A construct and method for modelling co-operative object behaviour,"BR Marshall, JB Kennedy, PJ Barclay","Information and Software Technology,",1997.0,10.495428199959548,10.495428199959548
wGxcAPsmHgIJ,Minimization of tree pattern queries,"A Sihem, C SungRan, VS Laks","Proc. of the SIGMOD. Santa Barbara,",,10.487820806800588,10.487820806800588
bfLZp1c7E1cJ,"Workflow Management Systems: State of the Art on Research and Products, Tutorial Notes",C Mohan,"Int. Conf. on Extending Database Technology, Avignon,",,10.48043289367438,10.48043289367438
a0XxaLUN4pQJ,Negotiation-the Art of the Possible,B Batros,"Computerworld,",,10.477676226169605,10.477676226169605
DEzHpWSXFFQJ,"The Geography of the â??Entrepreneurial Stateâ??: Public Venture Capital Programs in the USA,â??An  ","C Thompson, K Bayer",annual conference of the Association of American Geographers,,10.474409126051366,10.474409126051366
C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",,10.468378634008808,10.468378634008808
journals/tods/Bohm00,A cost model for query processing in high dimensional data spaces,C Böhm,ACM Trans. Database Syst.,2000.0,10.466513312422235,10.466513312422235
xNxjYOHH9ZoJ,Design metrics in practice,"BA Kitchenham, SJ Linkman","Information and Software Technology,",1990.0,10.464658499413236,10.464658499413236
anIvo49WSfsJ,Tracking changesâ??a must in ERP projects; business users sometimes fail to realize importance,C Stedman,"Computerworld,",,10.460284595282895,10.460284595282895
14unlHCzyQ0J,Penalty function algorithms for semi-infinite programming,"A Vaz, E Fernandes, M Gomes","submitted for publication,",,10.459936929701888,10.459936929701888
LoGrg4FE5-sJ,InterSect_DM: a hypertext data model based on OODBMS,"B Wang, P Hitchcock","Information and Software Technology,",1995.0,10.459835223209208,10.459835223209208
fDjUGJXmbzAJ,Unambiguity of SGML content models,A Bruggemann-Klein,"Submitted for publication,",,10.458126827052203,10.458126827052203
Y58ndT8WUTgJ,Acute Spinal Epidural Hematoma,"AP Joseph, JD Vinen","JOURNAL OF EMERGENCY MEDICINE,",1993.0,10.455430062089828,10.455430062089828
aB3jdetOHJUJ,Explaining Development and Change in Organizations,"AH van de Ven, MS Poole","The Academy of Management Review,",1995.0,10.454035791092188,10.454035791092188
diQK7Y_z3XwJ,Guest Editor,A Dogac,"ACM Sigmod Record Special Section on Electronic Commerce,",,10.45333004826322,10.45333004826322
1mEWZo5OBrUJ,The program review team approach and multisite experiments: The spouse assault replication program,"AJ Reiss, R Boruch","New Directions for Program Evaluation,",1991.0,10.450329299484128,10.450329299484128
SZGjNNZj5QgJ,Bloated File Size an Issue for XML,C Sliwa,"Computerworld,",,10.449693079429428,10.449693079429428
rvKsxPM6P04J,Only knowing with degrees of con  dence,"A Waaler, JW KlÃ¼wer, T Langholm, EH Lian","Submitted for publication,",,10.447566497064415,10.447566497064415
eBarPn0wqf4J,Transaction commitment at minimal communication cost,"A Segall, O Wolfson","Proceedings of the sixth ACM SIGACT-SIGMOD-SIGART symposium  &hellip;,",1987.0,10.445099181165375,10.445099181165375
OjoFZfhr-zIJ,ED staff members' personal use of complementary therapies and their recommendations to ED patients:  ,"AG Taylor, YS Lin, A Snyder, K Eggleston","JOURNAL OF EMERGENCY NURSING,",1998.0,10.438404115546719,10.438404115546719
6TgdgvUnZCQJ,Reading up on MIDI for the Novice and the Pro.,C Peters,"PC Magazine,",,10.435587981449881,10.435587981449881
LS71FwQ4UHQJ,A conjugate gamma model for durations in transaction data,A Lunde,"Unpublished manuscript,",,10.435152131486404,10.435152131486404
mfJYK9hRSucJ,"Where the Model Frequently Meets the Road: Combining Statistical, Formal, and Case Study Methods",A Bennett,"Unpublished Manuscript,",2002.0,10.434921436598987,10.434921436598987
url:http://portal.acm.org/citation.cfm%3Fid%3D47153.47159,Mental gymnastics of sequential programming,AG Middleton,"Information and Software Technology,",1988.0,10.430370801471518,10.430370801471518
XC2h7fqGKfEJ,Compiler test suite: evaluation and use in an automated test environment,"A Boujarwah, K Saleh","Information and Software Technology,",1994.0,10.428963675233884,10.428963675233884
73F60IpFi-wJ,"C., and ROBERTSON, HH, 1957","BH Bransden, AC Douglas","Phil. Mag,",,10.425713207957852,10.425713207957852
CJcRBtQF0YEJ,Distributed application support: survey and synthesis of existing approaches,A Schill,"Information and Software Technology,",1990.0,10.42445126901599,10.42445126901599
NedehvVOtRIJ,D and Lidiard AB 1956,AD LeClaire,"Phil. Mag,",,10.421679469859633,10.421679469859633
ds_6dbk2x50J,"0. E., and HEINE, V., 1965",A ANIMALU,"Phil. Mag,",,10.419738261179441,10.419738261179441
91g9NKuWizEJ,E and Heine V 1965,AOE Animalu,"Phil. Mag,",,10.419738261179441,10.419738261179441
ywwuMtXbDXMJ,On the Discovery of Unexpected Rules in Data Mining Applications,"B Padmanabhan, A Tuzhilin","Procs. of the Workshop on Information Technology and Systems &hellip;,",,10.419687297097934,10.419687297097934
2wtkXXs6p0oJ,The Supply of Childcare in Britain: Do Mothers Queue for Childcare?,"A Chevalier, TK Viitanen","Unpublished manuscript,",2003.0,10.418179754324683,10.418179754324683
_iXlzQkUCSoJ,Types for atomic interfaces,"C Flanagan, S Qadeer","Submitted for publication,",,10.416562023792384,10.416562023792384
fXziEl_Htv8J,Jun. 1994. AlphaSort: A RISC machine sort,"C Nyberg, T Barclay, Z Cvetanovic, J Gray, DB  ",SIGMOD Record (ACM Special Interest Group on Management of ,,10.415019422741253,10.415019422741253
OpGGMJ3nOv4J,The Role of Competing Rationalities in Institutional Change,B Townley,"ACADEMY OF MANAGEMENT JOURNAL,",2002.0,10.409656026813437,10.409656026813437
xj5IJ5VHA38J,Move to Single Global ERP System No Easy Task,C Stedman,"ComputerWorld,",,10.408719637783225,10.408719637783225
XWkeDCHidEYJ,Involution of secondary hyperparathyroidism in the nutritional model of vitamin D depletion in the  ,"C Demers, A Hatami, GN Hendy, PDâ??Amour, S  ","Proceedings of the 10th Workshop on Vitamin D, 23 4,  &hellip;,",,10.406562629769395,10.406562629769395
0OSTkAb-cYcJ,Wal-Mart Mines for Forecasts,C Stedman,"Computerworld,",,10.405931182382908,10.405931182382908
Zqy0QSWyyJAJ,Workhardening and worksoftening of face-centered cubic metal crystals,"A Seeger, J Diehl, S Mader, H Rebstock","Phil. Mag.,",,10.405779439506096,10.405779439506096
cURCJR2xHE0J,A foundation for representing and queirying moving objects,"C Jensen, MH BÃ¶hlen, M Erwig, M Schneider, M  ","ACM Transactions on Database Systems (TODS),",,10.403760024083114,10.403760024083114
3yyI2bZ9eM8J,Block Decomposition of Inheritance Hierarchies,C Capelle,"Proceedings of the 23rd International Workshop on Graph- &hellip;,",1997.0,10.39717301015891,10.39717301015891
SB9AknFlWmMJ,Wildfire Risk Assessment Guide for Homeowners in the Southern United States,"A Long, C Randall","Unpublished manuscript,",2003.0,10.39173162691368,10.39173162691368
SaGyTT3UEnoJ,Targetting complex structure in French questions,B Plunkett,"Proceedings of the 23rd Annual Boston University Conference  &hellip;,",,10.390340521226175,10.390340521226175
PHOIBf_rIlAJ,P and Hodgson PE 1963,"B Buck, AP Stamp","Phil. Mag,",,10.384003991710157,10.384003991710157
q9P9vX8fjVoJ,"Measures of three levels of social support: Resources, behaviors, and feelings",A Vaux,"Unpublished manuscript,",,10.382296705303052,10.382296705303052
nOqBx4-OWKQJ,Wavelet Thresholding for Unequally Spaced Data,A Kovac,"Submitted for publication,",1998.0,10.381066523634242,10.381066523634242
GJ8U-hYnCzgJ,Parallel data paths in two-headed disk systems,"A Vakali, Y Manolopoulos","Information and Software Technology,",1997.0,10.380170008628872,10.380170008628872
CtRFDjCGDg8J,Aggregate-Query Processing in Data Warehousing Environments,"AG GHQW, V Harinarayan, D Quass","Proc. of the 21st VLDB Co@, Zurich, Switzerland,",,10.377790021330435,10.377790021330435
pZoTILl_-RYJ,"The almizcle deer Moschus moschiferus in the USSR. IUCN, Gland, Switzerland","AG Bannikov, SK Ustinov, PN Lobanov","Unpublished manuscript,",,10.374515315499806,10.374515315499806
url:http://portal.acm.org/citation.cfm%3Fid%3D63854.63857,Two ways of slicing programs.,AG Middleton,"Information and Software Technology,",1989.0,10.37256865261018,10.37256865261018
iI8qmpFcEiQJ,Durable Goods and the Wealth Distribution,"A DÄ±az, MJ Luengo-Prado","Unpublished Manuscript,",2002.0,10.37243779616589,10.37243779616589
gTNC2vvggsQJ,Nonoblivious hashing,"A Fiat, M Naor, JP Schmidt, A Siegel","Journal of the ACM (JACM),",1992.0,10.370474117524598,10.370474117524598
AUmbKDpid_IJ,Who moves the market? A study of stock prices and investment cashflows,"B Boyer, L Zheng","Unpublished manuscript,",2002.0,10.369755172842655,10.369755172842655
NOqIYbqGaJ0J,Emotional Labor in Service Roles: The Influence of Identity,"BE Ashforth, RH Humphrey","The Academy of Management Review,",1993.0,10.366119764338945,10.366119764338945
81MwWYshwvoJ,Titanâ??s surface: monitoring and modeling from near-infrared spectra,"A Coustenis, B Schmitt, E Lellouch, CP McKay, P  ","Submitted for publication,",,10.364882635760612,10.364882635760612
YlFTsc6HIJYJ,"Magnetic Hysteresis in Superconducting Colloids, 1952",AB Pippard,"Phil. Mag,",,10.364714848587388,10.364714848587388
cbIl-B2myjIJ,Performance of a two-phase commit protocol,"BC Desai, BS Boutros","Information and Software Technology,",1996.0,10.362386478824595,10.362386478824595
EFTPn6dL-CgJ,Dynamic Presentation of Asynchronous Auditory Output,"A Papp, MM Blattner","Proceedings of ACM Multimediaâ??96,",1996.0,10.358008231124252,10.358008231124252
W6Cq9fawdxgJ,Compatible attributes in a universal relation,"C Beeri, HF Korth","Proceedings of the 1st ACM SIGACT-SIGMOD symposium on  &hellip;,",1982.0,10.357499264289014,10.357499264289014
Mr1qAVMgm3kJ,"G., HOOPER, JE, and KING, DT, 1950",AG Carlsonâ?¦,"Phil. Mag,",,10.35615596306741,10.35615596306741
6CwddkHqkhUJ,Computing Clusters of Correlation Connected Objects,"C Bohm, K Kailing, P Kroger, A Zimek","Proc. of ACM-SIGMOD Int. Conf. on Management of Data,",2004.0,10.35223176399208,10.35223176399208
cMaooygNzdgJ,A Holistic Architecture for Knowledge Discovery in Multi-Database Environments,"AG BÃ¼chner, B Yang, S Ram, DA Bell, JG Hughes","Proc. ACM SIGMOD Workshop on Research Issues on Data Mining  &hellip;,",1997.0,10.34837196685386,10.34837196685386
1PN7vPezITQJ,Towards an Analysis of Range Query Performance,"B Pagel, H Six, H Toben, P Widmayer",Proc. of the ACM-SIGMOD Symposium on Principles of Database ,,10.345779481906044,10.345779481906044
ydixj4D8VigJ,The Asynchronous Backtracking Family,"C Bessiere, I Brito, A Maestre, P Meseguer","Submitted for publication,",,10.345591617406232,10.345591617406232
SG0_awVJwi8J,Integrating conflicting requirements in process modeling: A survey and research directions,"C Francalanci, A Fuggetta","Information and Software Technology,",1997.0,10.343506260936234,10.343506260936234
tmrRLBfzffUJ,An Object-Oriented Approach to Database System Implementation,"A James Baroody Jr, DJ DeWitt","ACM Trans. Database Syst,",1981.0,10.341033781919435,10.341033781919435
2Xa_PiFuJS4J,Fault-tolerance- The survival attribute of digital systems,A AVIZIENIS,"IEEE, Proceedings,",1978.0,10.340505605652636,10.340505605652636
cQBPN5VXWy4J,When to prototype: decision variables in industry,BC Hardgrave,"Information and Software Technology,",,10.338321586656566,10.338321586656566
EjMElkQ8OnYJ,New client puzzle outsourcing techniques for DoS resistance,"B Waters, A Juels, JA Halderman, EW Felten","Proceedings of ACM CCS,",2004.0,10.335398643875958,10.335398643875958
0kcNiPH7tMgJ,Crack propagation in high stress fatigue,"C Laird, GC Smith","Phil. Mag,",,10.334333117223277,10.334333117223277
UMfzjIX2sNgJ,Architecture to an interactive migration system (AIMS),"BC Housel, VY Lum, N Shu","Proceedings of the 1974 ACM SIGFIDET (now SIGMOD) workshop  &hellip;,",1974.0,10.333029582842435,10.333029582842435
SYaXErlVlcAJ,D. Suciu Storing semistructured data with stored,"A Deustsch, M Fernandez","SIGMOD Int&#39;s Conf. On Management of Data,",,10.330212153960165,10.330212153960165
rJ9sHiBaFAUJ,Economic integration in the Americas: European perspectives,"A Venables, L Winters","Unpublished Manuscript,",,10.328186567993967,10.328186567993967
ZrY61xTYcksJ,S and Walker DG 1965,B HICKMAN,"Phil. Mag,",,10.328041546882536,10.328041546882536
cUXfrTUioEcJ,Data Networks as cascades: Explaining the multifractal nature of Internet WAN traffic,"A Gilbert, A Friedman, W Willinger","Proc. ACM Sigcomm,",,10.316753508692083,10.316753508692083
oDAkJC7PJjYJ,Estimation of Means and Autocovariances in a Markov Switching VAR Model,A Warne,"Unpublished manuscript,",,10.306766922312242,10.306766922312242
egr7AZzr6F4J,Minority Issues in Program Evaluation.,AM Madisonâ?¦,"New Directions for Program Evaluation,",1992.0,10.303816947522886,10.303816947522886
ytzL8S_1qMkJ,Cleavage of metal single crystals,AN Stroh,"Phil. Mag,",,10.302060827129267,10.302060827129267
mX6mx-RenNkJ,Why Are Private Benefits of Control so Large in Certain Countries and What Effects Does This Have on ,"A Dyck, L Zingales","Unpublished manuscript,",,10.299257124507584,10.299257124507584
m_Nqh_H0dekJ,Developments in car door latching systems,"A Attridge, D Walton, G Kalsi","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2002.0,10.297544651340521,10.297544651340521
kHdO6cdTWDIJ,"H., DUFFUS, HJ, and WOLF, WP, 1953",AH Cooke,"Phil. Mag,",,10.296037788672383,10.296037788672383
1sKeFBROg54J,Computation Problems Related to the Design of Normal Form Relational Database Schemes,"C Beeri, P Berstein","ACM Trans. On Database Systems,",,10.294086984673605,10.294086984673605
nSZyDJ1e8g4J,Towards a computational theory of discourse interpretation,"BJ Grosz, AK Joshi, S Weinstein","Unpublished manuscript,",,10.293861493522124,10.293861493522124
Fw1sdzNmL2YJ,Capital Structure of Firms in Developing Countries: Results for India,A Rajbhandary,"Unpublished Manuscript,",,10.292804004089179,10.292804004089179
